Device,Time,DHT1-OUT Temp,DHT1-OUT Hum,DHT2-IN Temp,DHT2-IN Hum,Soil,Infrared
S168,1486911899,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486912198,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486912497,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486912796,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486913095,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486913394,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486913693,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486913992,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486914291,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486914590,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486914889,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486915188,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486915487,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486915786,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486916085,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486916385,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486916684,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486916983,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486917283,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486917582,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486917881,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486918181,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486918480,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486918780,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486919079,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486919378,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486919677,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486919977,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486920276,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486920575,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486920874,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486921174,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486921473,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486921772,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486922072,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486922371,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486922670,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486922969,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486923268,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486923567,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486923867,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486924166,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486924465,0.00,0.00,0.00,0.00,0.10,17.50
S168,1486924764,0.00,0.00,0.00,0.00,0.10,17.50
